id,department_code,insee_code,zip_code,name,slug,old,gps_lat,gps_lng
267,01,01296,01270,Pirajoux,pirajoux,0,46.3864,5.2733,0
268,01,01297,01120,Pizay,pizay,0,45.8851,5.0899,0
269,01,01298,01130,Plagne,plagne,0,46.1858,5.7245,0
270,01,01299,01330,"Le Plantay","le plantay",0,46.0228,5.0937,0
271,01,01301,01310,Polliat,polliat,0,46.2466,5.1377,0
272,01,01302,01350,Pollieu,pollieu,0,45.7922,5.7477,0
273,01,01303,01450,Poncin,poncin,0,46.0896,5.4173,0
274,01,01304,01160,Pont-d'Ain,"pont d ain",0,46.0557,5.3468,0
275,01,01305,01190,Pont-de-Vaux,"pont de vaux",0,46.439,4.9295,0
276,01,01306,01290,Pont-de-Veyle,"pont de veyle",0,46.263,4.883,0
277,01,01307,01460,Port,port,0,46.1565,5.5805,0
278,01,01308,01550,Pougny,pougny,0,46.1492,5.9458,0
279,01,01309,01250,Pouillat,pouillat,0,46.326,5.4261,0
280,01,01310,01300,Prémeyzel,premeyzel,0,45.6838,5.6457,0
281,01,01311,01110,Prémillieu,premillieu,0,45.8734,5.5628,0
282,01,01313,01280,Prévessin-Moëns,"prevessin moens",0,46.2607,6.0712,0
283,01,01314,01160,Priay,priay,0,46.0233,5.2804,0
284,01,01317,01250,Ramasse,ramasse,0,46.191,5.3567,0
285,01,01318,01390,Rancé,rance,0,45.9701,4.868,0
286,01,01319,01990,Relevant,relevant,0,46.0811,4.9412,0
287,01,01320,01750,Replonges,replonges,0,46.3066,4.8829,0
288,01,01321,01250,Revonnas,revonnas,0,46.1637,5.3349,0
289,01,01322,01600,Reyrieux,reyrieux,0,45.9359,4.832,0
290,01,01323,01190,Reyssouze,reyssouze,0,46.432,4.912,0
291,01,01325,01800,Rignieux-le-Franc,"rignieux le franc",0,45.9531,5.1694,0
292,01,01328,01400,Romans,romans,0,46.1215,5.0167,0
293,01,01329,01510,Rossillon,rossillon,0,45.8365,5.587,0
294,01,01330,01260,Ruffieu,ruffieu,0,46.004,5.6652,0
295,01,01331,01450,Saint-Alban,"saint alban",0,46.0963,5.4548,0
296,01,01332,01380,Saint-André-de-Bâgé,"saint andre de bage",0,46.2994,4.915,0
297,01,01333,01390,Saint-André-de-Corcy,"saint andre de corcy",0,45.9242,4.9511,0
298,01,01334,01290,Saint-André-d'Huiriat,"saint andre d huiriat",0,46.2112,4.9083,0
299,01,01335,01240,Saint-André-le-Bouchoux,"saint andre le bouchoux",0,46.1136,5.0801,0
300,01,01336,01960,Saint-André-sur-Vieux-Jonc,"saint andre sur vieux jonc",0,46.1511,5.1432,0
301,01,01337,01190,Saint-Bénigne,"saint benigne",0,46.4477,4.9582,0
302,01,01338,01680,Groslée-Saint-Benoit,"groslee saint benoit",0,45.714085,5.569955,0
303,01,01338,01300,Groslée-Saint-Benoit,"groslee saint benoit",0,45.700123,5.581859,0
304,01,01339,01600,Saint-Bernard,"saint bernard",0,45.9491,4.7471,0
305,01,01341,01300,Saint-Champ,"saint champ",0,45.7746489,5.738138,0
306,01,01342,01120,Sainte-Croix,"sainte croix",0,45.8984,5.0477,0
307,01,01343,01380,Saint-Cyr-sur-Menthon,"saint cyr sur menthon",0,46.2727,4.966,0
308,01,01344,01000,Saint-Denis-lès-Bourg,"saint denis les bourg",0,46.2117,5.1791,0
309,01,01345,01500,Saint-Denis-en-Bugey,"saint denis en bugey",0,45.9504,5.3244,0
310,01,01346,01340,Saint-Didier-d'Aussiat,"saint didier d aussiat",0,46.309,5.0569,0
311,01,01347,01600,Saint-Didier-de-Formans,"saint didier de formans",0,45.9571,4.7723,0
312,01,01348,01140,Saint-Didier-sur-Chalaronne,"saint didier sur chalaronne",0,46.1812,4.8208,0
313,01,01349,01800,Saint-Éloi,"saint eloi",0,45.933,5.1541,0
314,01,01350,01370,Saint-Étienne-du-Bois,"saint etienne du bois",0,46.2774,5.2951,0
315,01,01351,01140,Saint-Étienne-sur-Chalaronne,"saint etienne sur chalaronne",0,46.1452,4.8737,0
316,01,01352,01190,Saint-Étienne-sur-Reyssouze,"saint etienne sur reyssouze",0,46.4032,5.0085,0
317,01,01353,01600,Sainte-Euphémie,"sainte euphemie",0,45.9711,4.7909,0
318,01,01354,01630,Saint-Genis-Pouilly,"saint genis pouilly",0,46.255,6.0327,0
319,01,01355,01380,Saint-Genis-sur-Menthon,"saint genis sur menthon",0,46.2802,5.0129,0
320,01,01356,01400,Saint-Georges-sur-Renon,"saint georges sur renon",0,46.1035,5.0292,0
321,01,01357,01130,Saint-Germain-de-Joux,"saint germain de joux",0,46.1843,5.7363,0
322,01,01358,01300,Saint-Germain-les-Paroisses,"saint germain les paroisses",0,45.7674,5.6195,0
323,01,01359,01240,Saint-Germain-sur-Renon,"saint germain sur renon",0,46.0773,5.0534,0
324,01,01360,01630,Saint-Jean-de-Gonville,"saint jean de gonville",0,46.2137,5.9474,0
325,01,01361,01800,Saint-Jean-de-Niost,"saint jean de niost",0,45.8421,5.2053,0
326,01,01362,01390,Saint-Jean-de-Thurigneux,"saint jean de thurigneux",0,45.9569,4.9061,0
327,01,01363,01640,Saint-Jean-le-Vieux,"saint jean le vieux",0,46.0306,5.3847,0
328,01,01364,01560,Saint-Jean-sur-Reyssouze,"saint jean sur reyssouze",0,46.3964,5.0616,0
329,01,01365,01290,Saint-Jean-sur-Veyle,"saint jean sur veyle",0,46.2654,4.9251,0
330,01,01366,01150,Sainte-Julie,"sainte julie",0,45.89,5.2887,0
331,01,01367,01560,Saint-Julien-sur-Reyssouze,"saint julien sur reyssouze",0,46.3969,5.1053,0
332,01,01368,01540,Saint-Julien-sur-Veyle,"saint julien sur veyle",0,46.2052,4.9604,0
333,01,01369,01250,Saint-Just,"saint just",0,46.1926,5.2851,0
334,01,01370,01750,Saint-Laurent-sur-Saône,"saint laurent sur saone",0,46.3044,4.8402,0
335,01,01371,01390,Saint-Marcel,"saint marcel",0,45.9487,4.9892,0
336,01,01372,01510,Saint-Martin-de-Bavel,"saint martin de bavel",0,45.8495,5.6767,0
337,01,01373,01430,Saint-Martin-du-Frêne,"saint martin du frene",0,46.1385,5.5602,0
338,01,01374,01160,Saint-Martin-du-Mont,"saint martin du mont",0,46.1072,5.3358,0
339,01,01375,01310,Saint-Martin-le-Châtel,"saint martin le chatel",0,46.2898,5.1248,0
340,01,01376,01700,Saint-Maurice-de-Beynost,"saint maurice de beynost",0,45.8385,4.9759,0
341,01,01378,01800,Saint-Maurice-de-Gourdans,"saint maurice de gourdans",0,45.8177,5.1694,0
342,01,01379,01500,Saint-Maurice-de-Rémens,"saint maurice de remens",0,45.9587,5.2738,0
343,01,01380,01560,Saint-Nizier-le-Bouchoux,"saint nizier le bouchoux",0,46.455,5.1788,0
344,01,01381,01320,Saint-Nizier-le-Désert,"saint nizier le desert",0,46.0556,5.1451,0
345,01,01382,01330,Sainte-Olive,"sainte olive",0,46.0149,4.9339,0
346,01,01383,01240,Saint-Paul-de-Varax,"saint paul de varax",0,46.0945,5.1319,0
347,01,01384,01230,Saint-Rambert-en-Bugey,"saint rambert en bugey",0,45.952,5.4415,0
348,01,01385,01310,Saint-Rémy,"saint remy",0,46.1831,5.1659,0
349,01,01386,01150,Saint-Sorlin-en-Bugey,"saint sorlin en bugey",0,45.8903,5.3787,0
350,01,01387,01340,Saint-Sulpice,"saint sulpice",0,46.3214,5.0416,0
351,01,01388,01560,Saint-Trivier-de-Courtes,"saint trivier de courtes",0,46.459,5.0677,0
352,01,01389,01990,Saint-Trivier-sur-Moignans,"saint trivier sur moignans",0,46.0603,4.9013,0
353,01,01390,01150,Saint-Vulbas,"saint vulbas",0,45.8367,5.2742,0
354,01,01391,01270,Salavre,salavre,0,46.3644,5.3458,0
355,01,01392,01580,Samognat,samognat,0,46.2709,5.5906,0
356,01,01393,01400,Sandrans,sandrans,0,46.07,4.979,0
357,01,01396,01150,Sault-Brénaz,"sault brenaz",0,45.8654,5.4111,0
358,01,01397,01220,Sauverny,sauverny,0,46.3123,6.1137,0
359,01,01398,01480,Savigneux,savigneux,0,46.0003,4.8626,0
